                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    244,                 1.8921,                0.82788,                0.98549,                 0.8843,                0.84522,                0.91798,                0.44185,                  1.721,                0.75776,                0.96417,              0.0098406,              0.0098406,              0.0098406
                    245,                 1.9667,                0.85688,                0.98631,                 0.8691,                0.85472,                0.91893,                0.37431,                 1.9627,                0.81573,                 1.0143,              0.0098393,              0.0098393,              0.0098393
                    246,                 1.9411,                  0.839,                0.97943,                0.87569,                0.86562,                0.92291,                0.43204,                 1.7497,                0.77016,                0.96827,               0.009838,               0.009838,               0.009838
                    247,                 1.9399,                 0.8645,                0.98832,                0.88315,                0.82972,                0.91236,                0.38953,                 1.8493,                0.83476,                0.98589,              0.0098367,              0.0098367,              0.0098367
                    248,                 1.9531,                0.87732,                 1.0076,                0.87589,                 0.8701,                0.92863,                0.45302,                 1.7014,                0.76353,                0.96357,              0.0098353,              0.0098353,              0.0098353
                    249,                  1.922,                0.83986,                0.97687,                0.87589,                 0.8701,                0.92863,                0.45302,                 1.7014,                0.76353,                0.96357,               0.009834,               0.009834,               0.009834
                    250,                 1.9689,                0.84282,                0.97514,                0.86666,                0.85781,                0.92158,                0.40712,                 1.8315,                0.79835,                0.98504,              0.0098327,              0.0098327,              0.0098327
                    251,                 1.9869,                0.85661,                0.98838,                 0.8668,                0.85295,                0.91734,                0.40217,                 1.8432,                0.81463,                0.98473,              0.0098313,              0.0098313,              0.0098313
                    252,                 1.8985,                0.84938,                 1.0111,                0.86869,                0.84026,                0.90928,                0.42757,                 1.7598,                0.79424,                0.97019,                0.00983,                0.00983,                0.00983
                    253,                 2.0526,                0.86934,                 1.0198,                0.86869,                0.84026,                0.90928,                0.42757,                 1.7598,                0.79424,                0.97019,              0.0098286,              0.0098286,              0.0098286
                    254,                 2.0037,                0.88799,                 0.9912,                0.81995,                0.77808,                0.86306,                0.35971,                 1.9105,                0.88029,                 1.0024,              0.0098273,              0.0098273,              0.0098273
                    255,                 1.9595,                0.89084,                0.97628,                0.87229,                0.83909,                0.90393,                0.38611,                 1.8144,                0.81182,                 0.9948,              0.0098259,              0.0098259,              0.0098259
                    256,                 1.9047,                 0.8808,                0.98513,                0.87427,                0.83909,                0.90426,                0.39528,                 1.8238,                0.82455,                0.98149,              0.0098246,              0.0098246,              0.0098246
                    257,                 1.9724,                 0.8835,                 0.9906,                0.87636,                0.84435,                0.90016,                0.38947,                 1.8333,                0.79907,                0.99104,              0.0098232,              0.0098232,              0.0098232
                    258,                 1.9346,                0.85948,                0.99888,                0.87636,                0.84435,                0.90016,                0.38947,                 1.8333,                0.79907,                0.99104,              0.0098218,              0.0098218,              0.0098218
                    259,                 1.8996,                0.83979,                0.98008,                0.89725,                 0.8543,                0.93105,                0.41524,                 1.8027,                0.77587,                0.97857,              0.0098204,              0.0098204,              0.0098204
                    260,                 1.9654,                0.84786,                0.98808,                0.84266,                0.82212,                0.86694,                0.35062,                 1.9864,                0.81867,                 1.0115,               0.009819,               0.009819,               0.009819
                    261,                 1.9476,                0.84225,                0.98495,                0.88456,                0.85898,                0.93006,                0.42488,                 1.7678,                0.77551,                 0.9738,              0.0098177,              0.0098177,              0.0098177
                    262,                 1.9053,                0.83147,                0.97245,                0.88956,                0.84786,                0.91607,                0.39771,                 1.8555,                0.79117,                0.99501,              0.0098163,              0.0098163,              0.0098163
                    263,                 1.9643,                0.85386,                0.97999,                0.88956,                0.84786,                0.91607,                0.39771,                 1.8555,                0.79117,                0.99501,              0.0098149,              0.0098149,              0.0098149
                    264,                 1.9314,                 0.8266,                0.98372,                0.88633,                0.85723,                0.92718,                0.42214,                 1.7853,                0.76898,                0.98259,              0.0098134,              0.0098134,              0.0098134
                    265,                 1.8833,                0.82415,                 1.0013,                0.87777,                0.87825,                0.93348,                0.42062,                 1.8009,                0.76096,                0.98683,               0.009812,               0.009812,               0.009812
                    266,                  1.902,                0.82013,                0.97697,                0.89677,                0.85909,                0.93515,                0.42755,                 1.7619,                  0.748,                0.97366,              0.0098106,              0.0098106,              0.0098106
                    267,                 1.8584,                0.82228,                0.98296,                0.89677,                0.85909,                0.93515,                0.42755,                 1.7619,                  0.748,                0.97366,              0.0098092,              0.0098092,              0.0098092
                    268,                 1.9535,                 0.8535,                0.98516,                0.88968,                0.84936,                0.92797,                 0.4572,                 1.6839,                0.76298,                0.95861,              0.0098078,              0.0098078,              0.0098078
                    269,                 1.9237,                0.84673,                 0.9927,                0.87656,                0.83105,                0.91141,                0.39893,                 1.7839,                0.79056,                0.97537,              0.0098063,              0.0098063,              0.0098063
                    270,                 1.9568,                 0.8451,                0.95891,                0.88915,                0.86249,                0.93455,                0.45011,                   1.69,                0.76895,                0.95965,              0.0098049,              0.0098049,              0.0098049
                    271,                 1.8774,                0.85039,                0.99588,                0.86535,                0.84614,                0.91122,                0.37255,                 1.9477,                0.82621,                 1.0023,              0.0098035,              0.0098035,              0.0098035
                    272,                 1.9248,                0.84558,                 1.0032,                0.86535,                0.84614,                0.91122,                0.37255,                 1.9477,                0.82621,                 1.0023,               0.009802,               0.009802,               0.009802
                    273,                  1.917,                0.83629,                0.96895,                0.88965,                0.86333,                0.93633,                0.46967,                  1.648,                0.74959,                0.95414,              0.0098006,              0.0098006,              0.0098006
                    274,                 1.9316,                0.84073,                0.97116,                0.86898,                0.84994,                0.91432,                0.37222,                 1.9383,                 0.8104,                 1.0022,              0.0097991,              0.0097991,              0.0097991
                    275,                 1.9718,                0.84547,                0.98696,                0.88932,                0.86717,                0.93934,                0.46794,                 1.6613,                0.74996,                0.95437,              0.0097976,              0.0097976,              0.0097976
                    276,                 1.8827,                0.82537,                0.97071,                0.88932,                0.86717,                0.93934,                0.46794,                 1.6613,                0.74996,                0.95437,              0.0097962,              0.0097962,              0.0097962
                    277,                 1.8971,                0.84018,                0.98554,                0.87266,                0.84212,                 0.9098,                0.38136,                 1.8424,                0.79505,                0.98662,              0.0097947,              0.0097947,              0.0097947
                    278,                 1.9702,                0.85578,                0.97836,                0.89035,                0.88356,                 0.9455,                0.46688,                 1.6618,                0.74746,                0.95206,              0.0097932,              0.0097932,              0.0097932
                    279,                 1.9214,                0.83302,                0.96983,                0.87788,                0.86229,                0.92744,                0.40115,                 1.8262,                0.77405,                0.97995,              0.0097917,              0.0097917,              0.0097917
                    280,                 1.8764,                0.82221,                0.98142,                0.88974,                0.86834,                0.93616,                0.47257,                 1.6478,                0.75141,                0.94766,              0.0097902,              0.0097902,              0.0097902
                    281,                 1.9597,                0.83649,                 0.9683,                0.88974,                0.86834,                0.93616,                0.47257,                 1.6478,                0.75141,                0.94766,              0.0097887,              0.0097887,              0.0097887
                    282,                 1.8873,                0.82877,                0.96311,                0.87876,                0.86947,                0.92239,                 0.4083,                 1.7932,                0.79536,                0.97302,              0.0097872,              0.0097872,              0.0097872
                    283,                  1.892,                0.84375,                0.98912,                 0.8683,                0.83558,                0.91288,                0.45328,                 1.6844,                0.78439,                0.95083,              0.0097857,              0.0097857,              0.0097857
                    284,                 1.8288,                0.82476,                0.98719,                0.88162,                0.87587,                0.93749,                0.42323,                 1.7495,                0.75897,                0.96711,              0.0097842,              0.0097842,              0.0097842
                    285,                 1.8013,                 0.8137,                 0.9529,                0.88162,                0.87587,                0.93749,                0.42323,                 1.7495,                0.75897,                0.96711,              0.0097827,              0.0097827,              0.0097827
                    286,                  1.932,                0.82773,                0.97312,                0.86879,                0.85627,                0.91245,                 0.3629,                 1.9092,                0.78854,                0.99144,              0.0097812,              0.0097812,              0.0097812
                    287,                 1.8874,                 0.8268,                0.99535,                0.87863,                0.85991,                0.92402,                0.44566,                 1.6972,                0.76672,                0.95271,              0.0097796,              0.0097796,              0.0097796
                    288,                 1.9162,                0.83352,                0.98675,                0.88443,                0.85079,                0.92252,                 0.3951,                  1.832,                0.79027,                0.98027,              0.0097781,              0.0097781,              0.0097781
                    289,                 1.8802,                0.82221,                0.97432,                0.89531,                0.85313,                0.93255,                0.43297,                 1.7539,                 0.7472,                0.96829,              0.0097766,              0.0097766,              0.0097766
                    290,                 1.9965,                0.84085,                0.98096,                0.89531,                0.85313,                0.93255,                0.43297,                 1.7539,                 0.7472,                0.96829,               0.009775,               0.009775,               0.009775
                    291,                  1.858,                0.82737,                0.98182,                0.87704,                0.85255,                0.92233,                0.42907,                 1.7469,                0.77601,                0.96409,              0.0097735,              0.0097735,              0.0097735
                    292,                 1.9041,                0.82807,                0.98335,                0.88055,                0.84084,                0.92101,                0.40199,                 1.8649,                0.78337,                0.98351,              0.0097719,              0.0097719,              0.0097719
                    293,                 1.8946,                0.83071,                 1.0138,                0.88677,                0.83909,                0.91547,                0.41871,                 1.7833,                 0.7881,                0.97075,              0.0097704,              0.0097704,              0.0097704
                    294,                 1.8704,                0.81043,                  0.958,                0.86834,                0.84517,                0.90899,                0.38934,                 1.8644,                0.76439,                0.98616,              0.0097688,              0.0097688,              0.0097688
                    295,                 1.9318,                0.84454,                 1.0014,                0.86834,                0.84517,                0.90899,                0.38934,                 1.8644,                0.76439,                0.98616,              0.0097672,              0.0097672,              0.0097672
                    296,                 1.8873,                0.81061,                0.97955,                0.88899,                0.86074,                 0.9287,                0.41769,                 1.8082,                0.76411,                0.97672,              0.0097657,              0.0097657,              0.0097657
                    297,                 1.9067,                 0.8119,                0.97246,                0.90592,                0.84518,                 0.9367,                0.45459,                 1.7055,                0.74746,                0.95905,              0.0097641,              0.0097641,              0.0097641
                    298,                 1.9168,                0.81771,                0.98304,                0.88233,                0.85547,                0.92419,                0.43705,                 1.7471,                0.76359,                0.96619,              0.0097625,              0.0097625,              0.0097625
                    299,                 1.9012,                0.81008,                0.94432,                0.88233,                0.85547,                0.92419,                0.43705,                 1.7471,                0.76359,                0.96619,              0.0097609,              0.0097609,              0.0097609
                    300,                 1.8714,                0.81453,                0.98551,                0.88442,                  0.866,                0.93183,                 0.4249,                 1.8127,                0.74756,                0.98102,              0.0097593,              0.0097593,              0.0097593
                    301,                  1.923,                0.81432,                0.96671,                0.87508,                0.86717,                0.93013,                0.43373,                 1.7455,                0.74876,                0.96946,              0.0097577,              0.0097577,              0.0097577
                    302,                 1.9018,                0.81241,                0.97802,                0.89852,                0.84967,                0.93116,                0.42615,                 1.7711,                0.75916,                0.97461,              0.0097561,              0.0097561,              0.0097561
                    303,                 1.8682,                0.80771,                0.98099,                0.89363,                0.86027,                0.93238,                0.42695,                 1.7588,                0.74207,                0.97406,              0.0097545,              0.0097545,              0.0097545
                    304,                 1.9371,                 0.8217,                0.97067,                0.89363,                0.86027,                0.93238,                0.42695,                 1.7588,                0.74207,                0.97406,              0.0097529,              0.0097529,              0.0097529
                    305,                  1.858,                0.82558,                0.99798,                0.86611,                0.80164,                0.89176,                0.42151,                 1.7731,                0.82112,                0.96796,              0.0097513,              0.0097513,              0.0097513
                    306,                 1.8523,                0.81123,                0.98148,                 0.8941,                 0.8818,                0.94136,                0.44067,                 1.7345,                 0.7388,                0.97539,              0.0097497,              0.0097497,              0.0097497
                    307,                 1.8667,                0.80566,                0.97702,                0.87553,                 0.8543,                0.91957,                0.42026,                 1.7838,                0.75823,                0.97071,               0.009748,               0.009748,               0.009748
                    308,                  1.915,                0.81385,                0.98157,                0.87553,                 0.8543,                0.91957,                0.42026,                 1.7838,                0.75823,                0.97071,              0.0097464,              0.0097464,              0.0097464
                    309,                 1.8582,                0.80551,                0.98035,                 0.8843,                0.86776,                0.92582,                 0.3908,                 1.8391,                0.75842,                0.98403,              0.0097448,              0.0097448,              0.0097448
                    310,                 1.9196,                0.82577,                0.97106,                0.88772,                0.85589,                0.92393,                0.43925,                 1.7185,                0.75137,                0.95633,              0.0097431,              0.0097431,              0.0097431
                    311,                 1.8373,                0.81276,                0.98274,                0.88547,                0.86402,                 0.9274,                0.39546,                 1.8892,                0.77865,                0.99185,              0.0097415,              0.0097415,              0.0097415
                    312,                 1.8848,                0.83039,                0.98339,                0.89431,                0.87537,                0.94391,                0.46812,                  1.662,                0.72392,                0.95268,              0.0097398,              0.0097398,              0.0097398
                    313,                 1.9262,                0.81561,                0.94562,                0.89431,                0.87537,                0.94391,                0.46812,                  1.662,                0.72392,                0.95268,              0.0097381,              0.0097381,              0.0097381
                    314,                 1.8941,                0.81057,                0.98431,                0.89019,                0.85664,                0.92522,                0.41093,                 1.8443,                0.76467,                0.98347,              0.0097365,              0.0097365,              0.0097365
                    315,                 1.8878,                0.81037,                0.98674,                0.89063,                0.86132,                0.93116,                0.43269,                 1.7642,                0.76285,                0.96939,              0.0097348,              0.0097348,              0.0097348
                    316,                 1.8711,                0.80308,                0.97505,                0.87518,                0.85255,                0.91605,                0.40367,                 1.8261,                0.76183,                0.97745,              0.0097331,              0.0097331,              0.0097331
                    317,                 1.9396,                0.81803,                0.96829,                0.87518,                0.85255,                0.91605,                0.40367,                 1.8261,                0.76183,                0.97745,              0.0097314,              0.0097314,              0.0097314
                    318,                 1.8958,                0.82942,                0.95938,                0.90004,                0.86659,                0.93797,                0.47265,                 1.6533,                0.74015,                0.94741,              0.0097298,              0.0097298,              0.0097298
                    319,                 1.8705,                 0.8294,                 0.9628,                0.88658,                0.87819,                0.93076,                0.39835,                 1.8184,                0.77089,                0.97906,              0.0097281,              0.0097281,              0.0097281
                    320,                 1.8535,                0.82325,                0.97898,                0.90317,                0.87321,                 0.9442,                 0.4755,                  1.631,                0.75441,                0.94556,              0.0097264,              0.0097264,              0.0097264
                    321,                 1.8788,                0.81577,                0.96142,                0.90206,                 0.8569,                0.92844,                 0.4091,                  1.815,                0.78715,                0.97241,              0.0097247,              0.0097247,              0.0097247
                    322,                  1.869,                0.80923,                0.97076,                0.90206,                 0.8569,                0.92844,                 0.4091,                  1.815,                0.78715,                0.97241,               0.009723,               0.009723,               0.009723
                    323,                 1.8692,                 0.8174,                0.97125,                0.90602,                 0.8687,                0.94104,                0.47096,                 1.6344,                0.74256,                0.94486,              0.0097212,              0.0097212,              0.0097212
                    324,                 1.8847,                0.81307,                 0.9637,                0.88476,                0.84318,                0.91683,                0.39659,                 1.8275,                0.77922,                0.97304,              0.0097195,              0.0097195,              0.0097195
                    325,                  1.875,                0.82244,                0.98069,                0.88915,                0.86359,                0.92578,                0.43903,                 1.7217,                0.77122,                0.95619,              0.0097178,              0.0097178,              0.0097178
                    326,                 1.8951,                0.82478,                0.97778,                0.89366,                 0.8605,                  0.932,                0.42433,                 1.7924,                0.77618,                0.96486,              0.0097161,              0.0097161,              0.0097161
                    327,                 1.8721,                0.80928,                0.96589,                0.89366,                 0.8605,                  0.932,                0.42433,                 1.7924,                0.77618,                0.96486,              0.0097143,              0.0097143,              0.0097143
                    328,                  1.895,                0.81408,                0.97936,                 0.8915,                0.86062,                0.92911,                0.44626,                 1.6969,                0.74731,                0.95286,              0.0097126,              0.0097126,              0.0097126
                    329,                 1.9248,                0.81459,                0.95217,                0.86844,                0.85746,                0.91404,                0.41307,                 1.7764,                0.75877,                0.96679,              0.0097109,              0.0097109,              0.0097109
                    330,                 1.8663,                0.81761,                0.97388,                0.88914,                0.83534,                 0.9151,                0.43215,                 1.7351,                0.77583,                0.95584,              0.0097091,              0.0097091,              0.0097091
                    331,                 1.8476,                0.81611,                0.97751,                0.88914,                0.83534,                 0.9151,                0.43215,                 1.7351,                0.77583,                0.95584,              0.0097074,              0.0097074,              0.0097074
                    332,                 1.8426,                0.83388,                0.97109,                0.87018,                0.87068,                 0.9278,                0.40632,                 1.8046,                0.78259,                0.97551,              0.0097056,              0.0097056,              0.0097056
                    333,                 1.8361,                0.80801,                0.95854,                0.89647,                0.87888,                 0.9441,                0.47074,                 1.6571,                0.72889,                0.94735,              0.0097038,              0.0097038,              0.0097038
                    334,                 1.8215,                0.80512,                0.97734,                0.88073,                0.87277,                 0.9277,                0.39558,                  1.849,                0.77156,                0.97997,              0.0097021,              0.0097021,              0.0097021
                    335,                 1.8859,                0.85897,                0.97416,                0.90615,                0.87654,                0.94569,                0.47888,                 1.6348,                 0.7432,                0.94379,              0.0097003,              0.0097003,              0.0097003
                    336,                 1.8388,                0.81491,                0.95848,                0.90615,                0.87654,                0.94569,                0.47888,                 1.6348,                 0.7432,                0.94379,              0.0096985,              0.0096985,              0.0096985
                    337,                 1.8375,                 0.8316,                0.96316,                0.90048,                0.87887,                0.93896,                0.41807,                 1.7772,                0.75399,                0.96805,              0.0096967,              0.0096967,              0.0096967
                    338,                 1.8852,                 0.8309,                0.96116,                0.90569,                0.87771,                0.94763,                0.46984,                 1.6591,                0.73733,                0.94953,              0.0096949,              0.0096949,              0.0096949
                    339,                 1.8828,                0.81387,                0.95141,                0.89459,                0.85372,                0.92198,                 0.4121,                 1.8032,                0.78651,                0.97058,              0.0096931,              0.0096931,              0.0096931
                    340,                 1.8875,                0.82093,                0.95211,                0.89459,                0.85372,                0.92198,                 0.4121,                 1.8032,                0.78651,                0.97058,              0.0096914,              0.0096914,              0.0096914
                    341,                 1.8205,                0.79508,                 0.9515,                0.89683,                0.89526,                0.95006,                 0.4578,                 1.6929,                 0.7427,                0.95566,              0.0096895,              0.0096895,              0.0096895
                    342,                 1.9676,                 0.8314,                0.96063,                0.88865,                 0.8686,                0.92888,                0.41441,                 1.8189,                0.77637,                0.97932,              0.0096877,              0.0096877,              0.0096877
                    343,                 1.8721,                0.81637,                 0.9881,                0.89113,                0.89643,                0.94857,                0.46619,                 1.6791,                0.72592,                0.95307,              0.0096859,              0.0096859,              0.0096859
                    344,                 1.8367,                0.79574,                0.96523,                0.88704,                0.87758,                0.93585,                0.43141,                 1.7801,                0.74064,                0.96831,              0.0096841,              0.0096841,              0.0096841
                    345,                 1.9328,                0.81358,                0.97974,                0.88704,                0.87758,                0.93585,                0.43141,                 1.7801,                0.74064,                0.96831,              0.0096823,              0.0096823,              0.0096823
                    346,                 1.8367,                0.80568,                0.97983,                0.90391,                0.88765,                0.94962,                0.46322,                 1.6738,                0.73336,                0.95005,              0.0096804,              0.0096804,              0.0096804
                    347,                  1.866,                0.81854,                0.98073,                0.89398,                0.86776,                0.93539,                0.42007,                 1.8168,                0.77891,                0.97217,              0.0096786,              0.0096786,              0.0096786
                    348,                 1.9096,                0.81598,                0.95656,                0.90451,                0.88687,                0.94474,                0.46801,                 1.6563,                0.72882,                0.94763,              0.0096768,              0.0096768,              0.0096768
                    349,                 1.8447,                 0.7915,                0.94853,                0.90451,                0.88687,                0.94474,                0.46801,                 1.6563,                0.72882,                0.94763,              0.0096749,              0.0096749,              0.0096749
                    350,                 1.9181,                0.82848,                0.98262,                0.89846,                0.89233,                0.95013,                0.47199,                 1.6449,                 0.7258,                0.94747,              0.0096731,              0.0096731,              0.0096731
                    351,                 1.8823,                0.80097,                0.96365,                0.88702,                0.88205,                0.93901,                 0.4098,                 1.8215,                0.76445,                0.97483,              0.0096712,              0.0096712,              0.0096712
                    352,                 1.9014,                0.80687,                0.95244,                0.90511,                0.87946,                0.94803,                0.47648,                  1.635,                0.71247,                0.94788,              0.0096694,              0.0096694,              0.0096694
                    353,                  1.872,                0.79563,                0.95588,                0.90749,                0.86483,                  0.941,                 0.4238,                  1.778,                0.74821,                0.96604,              0.0096675,              0.0096675,              0.0096675
                    354,                 1.8223,                0.79023,                0.98283,                0.90749,                0.86483,                  0.941,                 0.4238,                  1.778,                0.74821,                0.96604,              0.0096656,              0.0096656,              0.0096656
                    355,                 1.8619,                0.79091,                0.94779,                0.89728,                 0.8843,                0.94721,                0.45119,                  1.692,                0.72107,                0.95789,              0.0096638,              0.0096638,              0.0096638
                    356,                  1.887,                0.81216,                0.99336,                0.87882,                0.84494,                0.91108,                0.40458,                 1.8171,                0.77314,                0.97401,              0.0096619,              0.0096619,              0.0096619
                    357,                  1.894,                0.80345,                0.97289,                 0.8997,                0.86602,                0.94339,                0.44571,                 1.7079,                 0.7223,                0.95854,                0.00966,                0.00966,                0.00966
                    358,                 1.8415,                0.78516,                0.94906,                0.88824,                0.85568,                0.92451,                 0.4203,                 1.7607,                 0.7689,                 0.9626,              0.0096581,              0.0096581,              0.0096581
                    359,                 1.8805,                0.82373,                0.97455,                0.88824,                0.85568,                0.92451,                 0.4203,                 1.7607,                 0.7689,                 0.9626,              0.0096562,              0.0096562,              0.0096562
                    360,                 1.8435,                0.79373,                0.96568,                0.89699,                 0.8701,                0.94276,                0.43064,                  1.752,                0.72952,                0.96418,              0.0096543,              0.0096543,              0.0096543
                    361,                 1.8507,                0.79854,                0.97004,                0.88569,                0.83424,                0.91581,                0.42611,                 1.7504,                0.76792,                0.96002,              0.0096524,              0.0096524,              0.0096524
                    362,                 1.8645,                0.80174,                0.97523,                0.90048,                 0.8683,                0.94078,                0.42447,                 1.7634,                0.73463,                0.97034,              0.0096505,              0.0096505,              0.0096505
                    363,                 1.8038,                 0.7854,                 0.9637,                0.90048,                 0.8683,                0.94078,                0.42447,                 1.7634,                0.73463,                0.97034,              0.0096486,              0.0096486,              0.0096486
                    364,                 1.8767,                0.80181,                  0.988,                0.89642,                0.88113,                0.94803,                0.46668,                 1.6649,                0.71627,                 0.9515,              0.0096466,              0.0096466,              0.0096466
                    365,                  1.856,                0.79848,                 0.9727,                0.89845,                 0.8701,                0.94431,                0.45122,                 1.7162,                0.74771,                0.95697,              0.0096447,              0.0096447,              0.0096447
                    366,                 1.8184,                0.79887,                0.97713,                0.89691,                0.88073,                0.94749,                0.43279,                 1.7537,                0.74346,                0.96273,              0.0096428,              0.0096428,              0.0096428
                    367,                 1.8536,                0.81073,                0.97012,                 0.8819,                0.88266,                 0.9423,                0.43075,                 1.7474,                0.73442,                0.96103,              0.0096409,              0.0096409,              0.0096409
                    368,                 1.8197,                 0.7818,                0.95548,                 0.8819,                0.88266,                 0.9423,                0.43075,                 1.7474,                0.73442,                0.96103,              0.0096389,              0.0096389,              0.0096389
                    369,                 1.8182,                0.81542,                0.97395,                0.90192,                0.87946,                0.94776,                0.45502,                 1.7015,                0.73579,                0.95633,               0.009637,               0.009637,               0.009637
                    370,                 1.8129,                 0.8181,                0.97269,                0.90667,                0.86401,                0.94647,                0.45035,                 1.7101,                0.78825,                0.95492,               0.009635,               0.009635,               0.009635
                    371,                 1.8176,                0.80909,                0.95648,                0.89474,                0.88765,                 0.9476,                0.44549,                 1.7172,                0.73643,                0.95843,              0.0096331,              0.0096331,              0.0096331
                    372,                 1.8817,                0.81497,                0.96212,                0.89474,                0.88765,                 0.9476,                0.44549,                 1.7172,                0.73643,                0.95843,              0.0096311,              0.0096311,              0.0096311
                    373,                 1.8475,                0.81384,                0.96229,                  0.902,                0.86951,                0.94342,                0.42398,                 1.7793,                0.78807,                0.96712,              0.0096291,              0.0096291,              0.0096291
                    374,                 1.8775,                0.81014,                0.96068,                0.89263,                 0.8708,                0.93823,                0.42862,                 1.7592,                0.74686,                0.96684,              0.0096272,              0.0096272,              0.0096272
                    375,                 1.8641,                0.80551,                0.97774,                0.87882,                0.86568,                0.92518,                0.40038,                 1.8351,                0.76867,                0.97942,              0.0096252,              0.0096252,              0.0096252
                    376,                 1.8981,                0.80903,                0.97933,                0.88984,                0.88382,                0.94526,                0.46988,                 1.6649,                0.73365,                0.95096,              0.0096232,              0.0096232,              0.0096232
                    377,                 1.8272,                0.79466,                0.95791,                0.88984,                0.88382,                0.94526,                0.46988,                 1.6649,                0.73365,                0.95096,              0.0096212,              0.0096212,              0.0096212
