                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    167,                 0.7626,                  0.325,                0.87021,                0.88781,                0.85135,                0.90536,                0.54115,                 1.5161,                0.67704,                 1.4522,              0.0099263,              0.0099263,              0.0099263
                    168,                0.74693,                0.31716,                0.87529,                0.87593,                0.85416,                0.90184,                0.54121,                  1.514,                0.69855,                 1.4495,              0.0099254,              0.0099254,              0.0099254
                    169,                0.76167,                0.33155,                0.87534,                0.88873,                0.84649,                0.90426,                0.53915,                 1.5277,                0.69632,                 1.4681,              0.0099245,              0.0099245,              0.0099245
                    170,                0.76191,                0.33548,                0.87439,                0.89193,                0.84453,                0.90752,                0.54106,                 1.5285,                0.68857,                 1.4768,              0.0099236,              0.0099236,              0.0099236
                    171,                0.75458,                 0.3257,                0.87437,                0.90056,                0.83839,                0.90472,                0.53901,                 1.5236,                0.69259,                 1.4532,              0.0099227,              0.0099227,              0.0099227
                    172,                0.76757,                0.32587,                0.87389,                0.89719,                0.85103,                0.90665,                0.54321,                 1.5109,                0.67962,                 1.4363,              0.0099218,              0.0099218,              0.0099218
                    173,                0.76569,                0.32617,                0.87149,                0.89457,                0.84358,                0.90548,                0.54019,                 1.5185,                0.68915,                 1.4531,              0.0099208,              0.0099208,              0.0099208
                    174,                0.75475,                0.32977,                0.87074,                0.90044,                0.83927,                0.90017,                0.53829,                 1.5027,                0.68577,                 1.4697,              0.0099199,              0.0099199,              0.0099199
                    175,                0.75923,                0.32611,                0.87255,                0.88701,                0.85395,                0.90228,                 0.5427,                 1.5176,                0.68857,                 1.4729,               0.009919,               0.009919,               0.009919
                    176,                0.75375,                0.31882,                0.87404,                0.89105,                 0.8482,                 0.8991,                0.53955,                 1.5169,                 0.6895,                 1.4531,              0.0099181,              0.0099181,              0.0099181
                    177,                0.75556,                 0.3194,                0.86839,                0.89224,                0.84629,                0.90102,                  0.538,                 1.5242,                0.69412,                 1.4511,              0.0099171,              0.0099171,              0.0099171
                    178,                0.74599,                0.32215,                0.86686,                0.87976,                0.85835,                0.90535,                0.53992,                 1.5223,                0.68192,                 1.4602,              0.0099162,              0.0099162,              0.0099162
                    179,                0.73572,                0.31523,                0.87494,                0.89337,                0.83607,                0.90247,                0.53938,                 1.5194,                0.69236,                 1.4708,              0.0099152,              0.0099152,              0.0099152
                    180,                0.74746,                0.31939,                0.87567,                  0.889,                0.84631,                0.90444,                0.54179,                 1.5266,                  0.699,                 1.4719,              0.0099143,              0.0099143,              0.0099143
                    181,                 0.7358,                0.31368,                0.86694,                0.88336,                0.84948,                0.90734,                0.54682,                 1.5159,                 0.6933,                 1.4798,              0.0099133,              0.0099133,              0.0099133
                    182,                0.73905,                0.32846,                0.86755,                0.88423,                 0.8431,                0.90558,                0.54421,                 1.5264,                0.70498,                 1.4893,              0.0099123,              0.0099123,              0.0099123
                    183,                0.74124,                0.32093,                0.86615,                0.88437,                0.84846,                0.90644,                  0.543,                 1.5175,                0.68143,                 1.4695,              0.0099113,              0.0099113,              0.0099113
                    184,                0.72859,                0.30941,                0.87373,                0.88944,                 0.8449,                 0.9052,                0.54531,                 1.5163,                0.69464,                  1.477,              0.0099104,              0.0099104,              0.0099104
                    185,                0.73781,                0.31303,                0.86556,                0.88958,                0.85076,                0.90727,                0.54364,                 1.5173,                0.69497,                 1.4889,              0.0099094,              0.0099094,              0.0099094
                    186,                0.73369,                0.31296,                0.86704,                0.88491,                0.85539,                 0.9119,                0.54965,                 1.5135,                0.68522,                 1.4876,              0.0099084,              0.0099084,              0.0099084
                    187,                0.71318,                0.30567,                0.86777,                0.89584,                0.84153,                0.91078,                0.54989,                 1.5164,                0.68832,                 1.4895,              0.0099074,              0.0099074,              0.0099074
                    188,                0.73071,                 0.3126,                0.86752,                0.89545,                0.83941,                0.90815,                0.54564,                 1.5092,                 0.6816,                 1.4812,              0.0099064,              0.0099064,              0.0099064
                    189,                0.72097,                0.30698,                0.86154,                0.89816,                0.83464,                0.90977,                 0.5471,                 1.5166,                0.69893,                 1.4878,              0.0099054,              0.0099054,              0.0099054
                    190,                0.71003,                0.30491,                 0.8632,                0.89887,                0.83719,                0.90856,                 0.5483,                 1.5208,                0.69465,                 1.4873,              0.0099044,              0.0099044,              0.0099044
                    191,                0.72802,                0.31204,                0.86486,                0.88523,                  0.849,                0.90654,                 0.5476,                 1.5216,                0.70267,                 1.4838,              0.0099034,              0.0099034,              0.0099034
                    192,                0.72161,                0.30888,                 0.8628,                0.88685,                0.84453,                0.90625,                0.54474,                 1.5206,                0.70404,                 1.4851,              0.0099023,              0.0099023,              0.0099023
                    193,                0.71671,                0.30359,                0.86554,                0.88672,                0.84714,                0.90791,                0.54433,                 1.5165,                0.69327,                 1.4976,              0.0099013,              0.0099013,              0.0099013
                    194,                0.70758,                0.30095,                0.86375,                0.90025,                0.83448,                0.90413,                0.54791,                 1.5136,                0.72387,                 1.5003,              0.0099003,              0.0099003,              0.0099003
                    195,                0.70018,                0.30028,                0.86341,                0.88746,                0.84204,                0.90292,                0.54347,                 1.5174,                0.71745,                 1.5097,              0.0098992,              0.0098992,              0.0098992
                    196,                0.69536,                0.29757,                0.86496,                0.89179,                0.84845,                0.90551,                0.54728,                 1.5136,                0.70753,                 1.4999,              0.0098982,              0.0098982,              0.0098982
                    197,                 0.7044,                0.30258,                0.86161,                0.87683,                0.85954,                0.90595,                0.54538,                 1.5167,                0.69501,                 1.5057,              0.0098972,              0.0098972,              0.0098972
                    198,                0.69936,                0.30105,                0.86115,                0.89696,                0.84481,                0.90774,                0.54586,                 1.5191,                0.69648,                 1.5105,              0.0098961,              0.0098961,              0.0098961
                    199,                0.70606,                0.30699,                0.86038,                0.87732,                0.85283,                0.90259,                0.54449,                 1.5215,                0.69752,                 1.5073,               0.009895,               0.009895,               0.009895
                    200,                0.70772,                0.30669,                 0.8573,                0.87816,                0.85245,                0.90726,                0.54506,                 1.5197,                0.69509,                 1.5106,               0.009894,               0.009894,               0.009894
                    201,                0.70062,                0.30198,                0.85927,                0.88038,                0.84884,                0.90531,                0.54482,                 1.5126,                0.70276,                 1.4963,              0.0098929,              0.0098929,              0.0098929
                    202,                0.69245,                 0.3006,                0.85906,                0.88239,                0.84908,                0.90717,                0.54929,                 1.5065,                0.70224,                 1.5059,              0.0098918,              0.0098918,              0.0098918
                    203,                 0.7069,                0.30482,                0.85848,                0.87885,                0.85571,                 0.9072,                0.54793,                 1.5094,                0.70151,                 1.4934,              0.0098908,              0.0098908,              0.0098908
                    204,                0.69819,                0.29985,                0.86243,                0.87451,                 0.8543,                0.90828,                0.54947,                 1.5115,                0.69385,                 1.5035,              0.0098897,              0.0098897,              0.0098897
                    205,                0.70198,                0.30045,                0.85751,                0.89768,                0.84018,                 0.9051,                0.54681,                 1.5121,                0.70241,                 1.4895,              0.0098886,              0.0098886,              0.0098886
                    206,                0.69883,                0.30486,                 0.8558,                0.89106,                0.83815,                0.90282,                 0.5452,                 1.5144,                0.69463,                 1.4832,              0.0098875,              0.0098875,              0.0098875
                    207,                0.68418,                0.29623,                0.85416,                 0.8906,                0.84102,                0.90323,                0.54393,                 1.5153,                0.70623,                 1.4788,              0.0098864,              0.0098864,              0.0098864
                    208,                0.69899,                0.30219,                0.85356,                 0.8873,                0.84661,                0.90695,                0.54497,                 1.5204,                0.70089,                 1.5001,              0.0098853,              0.0098853,              0.0098853
                    209,                0.68588,                0.30086,                0.85222,                0.88719,                0.84482,                0.90158,                0.53941,                 1.5276,                 0.7138,                 1.5048,              0.0098842,              0.0098842,              0.0098842
                    210,                0.67905,                0.30207,                0.84887,                0.89726,                0.83496,                0.90426,                0.54627,                 1.5153,                0.71203,                 1.4996,               0.009883,               0.009883,               0.009883
                    211,                0.68748,                0.30038,                 0.8546,                0.89097,                0.83703,                0.90355,                0.54726,                 1.5192,                0.71889,                 1.4999,              0.0098819,              0.0098819,              0.0098819
                    212,                0.68309,                0.29452,                0.85578,                0.87839,                 0.8462,                0.89986,                0.54432,                 1.5155,                0.72777,                 1.5122,              0.0098808,              0.0098808,              0.0098808
                    213,                0.68951,                0.29713,                 0.8581,                0.88635,                0.83776,                0.89977,                0.54507,                 1.5132,                0.72394,                 1.5248,              0.0098797,              0.0098797,              0.0098797
                    214,                0.68628,                0.29904,                 0.8565,                 0.8896,                0.83602,                0.89873,                0.54292,                 1.5171,                0.72309,                 1.5203,              0.0098785,              0.0098785,              0.0098785
                    215,                0.68651,                0.29819,                0.85828,                0.88977,                0.84086,                0.90533,                0.54598,                 1.5204,                0.69905,                 1.5053,              0.0098774,              0.0098774,              0.0098774
                    216,                0.67473,                0.29625,                0.85566,                0.87908,                0.85293,                0.90606,                0.54418,                 1.5317,                0.70005,                 1.5061,              0.0098762,              0.0098762,              0.0098762
                    217,                0.67578,                0.29388,                0.85132,                0.89221,                0.84157,                0.90412,                0.54556,                 1.5288,                0.70897,                 1.5015,              0.0098751,              0.0098751,              0.0098751
                    218,                0.69177,                0.30607,                0.85101,                0.89628,                0.84022,                0.90472,                 0.5494,                 1.5206,                0.71243,                 1.4981,              0.0098739,              0.0098739,              0.0098739
                    219,                0.68663,                0.29411,                0.85323,                0.89945,                0.83956,                0.90362,                0.54664,                 1.5188,                0.71047,                 1.5041,              0.0098727,              0.0098727,              0.0098727
                    220,                0.67883,                0.29549,                0.85326,                0.89221,                0.83633,                0.90338,                0.54956,                 1.5215,                0.70881,                 1.5152,              0.0098716,              0.0098716,              0.0098716
                    221,                0.65981,                0.28961,                0.85145,                0.88175,                0.84507,                0.90324,                0.54475,                 1.5214,                0.70845,                 1.5182,              0.0098704,              0.0098704,              0.0098704
                    222,                0.67943,                0.29667,                 0.8493,                0.87651,                0.85421,                0.90519,                0.54825,                 1.5175,                0.70039,                 1.5004,              0.0098692,              0.0098692,              0.0098692
                    223,                0.68226,                0.29519,                 0.8506,                0.88732,                0.84485,                0.90473,                0.54491,                 1.5216,                0.70521,                 1.4916,               0.009868,               0.009868,               0.009868
                    224,                0.67279,                0.29092,                0.85061,                0.88062,                0.84996,                0.90127,                0.54666,                 1.5179,                0.70618,                 1.4997,              0.0098668,              0.0098668,              0.0098668
                    225,                0.66446,                0.28953,                0.84396,                0.87554,                0.85228,                0.90177,                0.54871,                 1.5078,                0.71466,                 1.4979,              0.0098656,              0.0098656,              0.0098656
                    226,                0.65334,                0.28856,                0.84791,                0.88239,                0.84546,                0.90002,                0.55003,                 1.5041,                0.71787,                 1.5013,              0.0098644,              0.0098644,              0.0098644
                    227,                0.67298,                0.29219,                0.84872,                0.90011,                0.83113,                 0.9019,                0.55201,                 1.5016,                0.71239,                 1.5171,              0.0098632,              0.0098632,              0.0098632
                    228,                0.67112,                0.29063,                0.84769,                0.89726,                0.83192,                 0.9009,                0.54695,                 1.5143,                0.72225,                 1.5104,               0.009862,               0.009862,               0.009862
                    229,                0.67376,                0.29344,                0.84613,                 0.8865,                0.84028,                0.90087,                0.54403,                 1.5114,                0.71788,                 1.5124,              0.0098608,              0.0098608,              0.0098608
                    230,                0.66211,                0.29222,                0.84461,                0.88775,                0.83444,                0.89796,                0.54261,                 1.5133,                0.72065,                  1.532,              0.0098596,              0.0098596,              0.0098596
                    231,                0.65397,                0.28336,                0.85011,                0.88935,                0.83514,                0.89739,                0.54282,                 1.5127,                0.71855,                   1.51,              0.0098583,              0.0098583,              0.0098583
                    232,                0.65665,                0.28306,                0.84739,                0.88767,                0.85028,                0.89927,                0.54274,                 1.5137,                 0.7183,                 1.4922,              0.0098571,              0.0098571,              0.0098571
                    233,                0.66296,                0.28953,                0.84403,                0.88001,                0.84804,                0.89937,                0.54248,                 1.5149,                0.71623,                 1.4959,              0.0098559,              0.0098559,              0.0098559
                    234,                0.65606,                0.28752,                0.84677,                0.88933,                0.83799,                0.90168,                0.54872,                 1.5123,                0.70655,                 1.5102,              0.0098546,              0.0098546,              0.0098546
                    235,                0.65482,                0.28829,                0.85069,                0.87819,                0.84124,                0.89924,                0.54798,                 1.5153,                0.73043,                 1.5231,              0.0098534,              0.0098534,              0.0098534
                    236,                0.66835,                0.28946,                0.84742,                0.88605,                0.83657,                 0.8994,                0.54906,                 1.5067,                0.71178,                  1.528,              0.0098521,              0.0098521,              0.0098521
                    237,                0.65666,                0.28469,                0.84623,                 0.8802,                0.84437,                0.90109,                0.54897,                 1.5037,                0.72089,                 1.5123,              0.0098509,              0.0098509,              0.0098509
                    238,                0.64404,                0.28499,                0.84783,                0.89316,                 0.8423,                0.90325,                0.54935,                 1.5053,                0.71613,                 1.5267,              0.0098496,              0.0098496,              0.0098496
                    239,                0.65175,                0.28284,                0.84468,                0.88371,                0.84262,                0.90152,                0.54703,                 1.5081,                0.72243,                 1.5271,              0.0098483,              0.0098483,              0.0098483
                    240,                0.64424,                0.28362,                0.84346,                0.87933,                0.84645,                 0.9001,                0.54293,                  1.512,                0.72235,                 1.5278,              0.0098471,              0.0098471,              0.0098471
                    241,                0.65572,                0.28818,                0.84299,                0.88013,                0.85085,                0.90103,                0.54493,                  1.503,                0.71365,                 1.5259,              0.0098458,              0.0098458,              0.0098458
                    242,                0.63867,                0.27844,                0.84582,                0.88348,                0.83632,                0.89932,                0.54596,                 1.5084,                0.72263,                 1.5233,              0.0098445,              0.0098445,              0.0098445
                    243,                0.65435,                0.28686,                0.84131,                0.89242,                0.83304,                  0.898,                0.54073,                 1.5058,                 0.7328,                 1.5238,              0.0098432,              0.0098432,              0.0098432
                    244,                0.65188,                0.28552,                0.84791,                0.88093,                0.83943,                0.89895,                0.54003,                 1.5113,                0.72625,                 1.5269,              0.0098419,              0.0098419,              0.0098419
                    245,                0.64251,                0.28102,                0.84234,                0.86557,                0.85395,                0.89691,                0.54052,                 1.5127,                0.72736,                 1.5323,              0.0098406,              0.0098406,              0.0098406
                    246,                0.64909,                0.28439,                0.84215,                 0.8852,                0.83847,                0.90019,                0.54754,                 1.5066,                0.71743,                 1.5138,              0.0098393,              0.0098393,              0.0098393
                    247,                0.64454,                0.28329,                 0.8418,                0.88323,                0.83815,                0.90309,                0.54951,                 1.5063,                0.71689,                 1.5173,               0.009838,               0.009838,               0.009838
                    248,                0.63917,                0.28279,                0.84129,                0.88335,                0.83671,                0.89984,                0.54596,                 1.5133,                0.72493,                 1.5226,              0.0098367,              0.0098367,              0.0098367
                    249,                0.62653,                0.27447,                0.84214,                0.88189,                0.84134,                0.90054,                0.54771,                  1.507,                0.72641,                 1.5276,              0.0098353,              0.0098353,              0.0098353
                    250,                0.64175,                0.28411,                0.84133,                0.88155,                0.84565,                0.89553,                0.54009,                 1.5124,                0.71358,                 1.5217,               0.009834,               0.009834,               0.009834
                    251,                0.64488,                0.28112,                 0.8402,                0.88353,                0.83914,                0.89385,                0.54174,                 1.5114,                  0.709,                 1.4972,              0.0098327,              0.0098327,              0.0098327
                    252,                0.64368,                0.28492,                0.83731,                0.89622,                0.82123,                0.89457,                  0.542,                 1.5077,                0.72417,                 1.4761,              0.0098313,              0.0098313,              0.0098313
                    253,                0.63793,                0.28023,                0.83772,                  0.893,                0.82195,                0.89556,                0.54494,                 1.5095,                0.72338,                 1.4847,                0.00983,                0.00983,                0.00983
                    254,                0.62561,                0.27847,                0.83678,                0.88735,                0.83359,                0.89827,                0.54543,                 1.5065,                0.73817,                 1.5079,              0.0098286,              0.0098286,              0.0098286
                    255,                0.63375,                0.27835,                0.83831,                 0.8885,                0.83567,                0.89803,                0.54544,                 1.5125,                0.72538,                 1.5186,              0.0098273,              0.0098273,              0.0098273
                    256,                0.63687,                0.27806,                0.83884,                0.88146,                0.84645,                0.89653,                0.54072,                   1.51,                 0.7186,                 1.5348,              0.0098259,              0.0098259,              0.0098259
                    257,                0.61771,                0.27276,                0.84157,                0.87167,                0.84786,                0.89611,                0.54275,                 1.5071,                0.72012,                 1.5216,              0.0098246,              0.0098246,              0.0098246
                    258,                0.63012,                0.28098,                0.83998,                0.88797,                0.83512,                0.89741,                0.54515,                 1.5037,                0.71791,                 1.5084,              0.0098232,              0.0098232,              0.0098232
                    259,                0.62056,                0.27803,                0.83888,                0.88607,                0.84537,                0.90059,                0.54359,                 1.5047,                0.70166,                 1.5028,              0.0098218,              0.0098218,              0.0098218
                    260,                0.63807,                0.27932,                0.84141,                0.88656,                0.84118,                0.89921,                0.54085,                 1.5052,                0.70847,                 1.5001,              0.0098204,              0.0098204,              0.0098204
                    261,                0.63396,                0.27574,                0.83912,                0.88566,                0.83464,                0.89634,                0.54303,                 1.5075,                0.71477,                 1.5041,               0.009819,               0.009819,               0.009819
                    262,                 0.6202,                0.27498,                0.83882,                0.87929,                0.84549,                0.90033,                0.54773,                  1.509,                0.70959,                 1.5162,              0.0098177,              0.0098177,              0.0098177
                    263,                0.63793,                0.28218,                0.83637,                0.88107,                 0.8482,                0.90082,                 0.5487,                 1.5098,                0.71348,                 1.5252,              0.0098163,              0.0098163,              0.0098163
                    264,                0.62108,                0.26987,                0.83884,                0.87654,                0.84313,                0.89837,                0.54459,                 1.5129,                0.71076,                 1.5297,              0.0098149,              0.0098149,              0.0098149
                    265,                 0.6383,                0.27695,                0.83806,                0.86787,                0.84773,                0.89921,                0.54922,                 1.5005,                 0.7231,                 1.5237,              0.0098134,              0.0098134,              0.0098134
                    266,                0.62456,                0.28105,                0.83907,                0.87714,                0.84101,                0.89667,                 0.5453,                 1.5076,                0.72891,                 1.5365,               0.009812,               0.009812,               0.009812
                    267,                0.63283,                0.27627,                0.84262,                0.88449,                0.83974,                0.90247,                0.54796,                 1.5119,                0.71509,                 1.5534,              0.0098106,              0.0098106,              0.0098106
                    268,                0.62898,                0.27394,                0.83871,                0.87852,                 0.8415,                0.90064,                0.54827,                 1.5068,                0.72146,                  1.546,              0.0098092,              0.0098092,              0.0098092
                    269,                0.63095,                0.27738,                0.84209,                0.86978,                0.84789,                0.89721,                0.54347,                 1.5097,                0.72574,                 1.5476,              0.0098078,              0.0098078,              0.0098078
                    270,                0.61543,                0.27625,                0.84135,                0.88279,                 0.8451,                0.89813,                0.54268,                 1.5087,                0.71813,                 1.5535,              0.0098063,              0.0098063,              0.0098063
                    271,                0.62197,                 0.2771,                0.83729,                0.88483,                0.84741,                0.90324,                0.54842,                 1.5068,                0.70758,                 1.5508,              0.0098049,              0.0098049,              0.0098049
                    272,                0.62205,                0.27336,                0.83883,                0.88041,                0.84254,                0.90241,                0.55141,                 1.5057,                0.74069,                 1.5546,              0.0098035,              0.0098035,              0.0098035
                    273,                0.63316,                0.27807,                0.83593,                0.89632,                0.83065,                0.90148,                0.54821,                 1.5092,                0.72643,                 1.5544,               0.009802,               0.009802,               0.009802
                    274,                0.61613,                0.27717,                0.83497,                0.87771,                 0.8409,                  0.895,                0.54406,                 1.5066,                0.72566,                 1.5532,              0.0098006,              0.0098006,              0.0098006
                    275,                 0.6206,                0.27136,                0.84012,                0.87135,                0.84539,                0.89548,                 0.5444,                 1.5077,                0.73266,                  1.543,              0.0097991,              0.0097991,              0.0097991
                    276,                0.60986,                0.26732,                0.84087,                0.87376,                0.84627,                 0.8996,                0.54643,                 1.5131,                0.73152,                 1.5582,              0.0097976,              0.0097976,              0.0097976
                    277,                0.61581,                0.27236,                0.83784,                0.89106,                0.82586,                0.89118,                0.53927,                 1.5056,                0.73807,                 1.5525,              0.0097962,              0.0097962,              0.0097962
                    278,                 0.6223,                0.27728,                0.83669,                 0.8923,                0.83448,                0.89915,                0.54529,                 1.5146,                0.72698,                 1.5644,              0.0097947,              0.0097947,              0.0097947
                    279,                0.60582,                0.26798,                0.83787,                0.88091,                 0.8423,                  0.901,                0.54904,                 1.5125,                0.72535,                 1.5516,              0.0097932,              0.0097932,              0.0097932
                    280,                0.60291,                0.26349,                0.83871,                0.87107,                0.84294,                0.89483,                0.54695,                  1.505,                0.74572,                 1.5292,              0.0097917,              0.0097917,              0.0097917
                    281,                0.61701,                 0.2746,                0.83362,                0.88726,                0.83287,                0.89965,                0.55099,                 1.5057,                0.72291,                 1.5314,              0.0097902,              0.0097902,              0.0097902
                    282,                0.61694,                0.27411,                  0.833,                0.87221,                0.84884,                0.89948,                0.54827,                 1.5124,                0.73676,                 1.5389,              0.0097887,              0.0097887,              0.0097887
                    283,                0.61371,                0.26806,                0.83135,                0.87892,                0.83799,                0.89858,                 0.5501,                 1.5173,                0.74813,                 1.5516,              0.0097872,              0.0097872,              0.0097872
                    284,                0.60054,                0.26706,                0.83433,                0.87014,                0.84501,                0.89782,                 0.5486,                 1.5162,                 0.7542,                  1.538,              0.0097857,              0.0097857,              0.0097857
                    285,                0.60583,                0.26942,                0.83198,                0.87944,                0.83703,                0.90173,                0.55309,                 1.5106,                0.73871,                 1.5332,              0.0097842,              0.0097842,              0.0097842
                    286,                0.59538,                0.26997,                0.83114,                0.86725,                0.84629,                0.89739,                0.54378,                 1.5108,                0.74891,                 1.5457,              0.0097827,              0.0097827,              0.0097827
                    287,                0.60953,                 0.2765,                0.83423,                0.87585,                0.84452,                0.89843,                0.54818,                 1.5099,                0.74124,                 1.5417,              0.0097812,              0.0097812,              0.0097812
                    288,                0.59755,                0.26819,                0.83189,                0.87855,                0.83911,                0.90139,                0.54787,                 1.5158,                0.73694,                 1.5484,              0.0097796,              0.0097796,              0.0097796
                    289,                0.60037,                0.26528,                0.83466,                0.87928,                0.84246,                0.90207,                 0.5557,                 1.5078,                0.73361,                  1.525,              0.0097781,              0.0097781,              0.0097781
                    290,                0.60054,                0.27296,                0.83283,                0.88914,                0.83065,                0.89719,                0.55072,                 1.4973,                0.73463,                 1.5094,              0.0097766,              0.0097766,              0.0097766
                    291,                0.60153,                0.26631,                0.83015,                0.88679,                0.83896,                0.90172,                0.54985,                 1.5055,                0.72468,                 1.5114,               0.009775,               0.009775,               0.009775
                    292,                0.60257,                0.26601,                0.82838,                0.88415,                0.84173,                0.89923,                0.54479,                 1.5044,                0.74013,                 1.5098,              0.0097735,              0.0097735,              0.0097735
                    293,                0.59397,                0.26668,                0.82963,                0.88934,                0.83511,                0.90262,                0.55139,                 1.5031,                0.73973,                 1.5086,              0.0097719,              0.0097719,              0.0097719
                    294,                0.59568,                0.27086,                0.83146,                0.88381,                0.84182,                0.90577,                0.55445,                 1.5059,                0.71821,                  1.528,              0.0097704,              0.0097704,              0.0097704
                    295,                0.60269,                0.26405,                0.83205,                0.87122,                0.84246,                0.90073,                0.55196,                 1.5088,                0.74048,                 1.5467,              0.0097688,              0.0097688,              0.0097688
                    296,                0.59155,                0.26715,                0.83274,                0.87646,                0.84363,                0.90145,                0.55022,                 1.5138,                0.71794,                 1.5559,              0.0097672,              0.0097672,              0.0097672
                    297,                0.60271,                0.27114,                  0.839,                0.88085,                0.83542,                0.89993,                0.54908,                 1.5096,                0.72961,                 1.5465,              0.0097657,              0.0097657,              0.0097657
                    298,                0.59784,                0.26796,                0.82998,                0.88837,                0.82566,                0.89568,                0.54598,                 1.5071,                0.74341,                 1.5581,              0.0097641,              0.0097641,              0.0097641
                    299,                0.59112,                0.26914,                0.83013,                  0.885,                0.83496,                0.89725,                0.55153,                 1.5088,                0.73615,                 1.5699,              0.0097625,              0.0097625,              0.0097625
                    300,                0.60567,                0.26796,                0.83406,                0.87409,                0.83607,                0.89387,                0.55145,                  1.503,                0.75839,                 1.5513,              0.0097609,              0.0097609,              0.0097609
